denuncia_numero;fecha;hora;mins;hecho_provincia;hecho_municipio;hecho_localidad;hecho_discriminacion;hecho_irregularidades;hecho_lugar;hecho_cometido_por;hecho_tipo_violencia;hecho_accion_realizada;denuncia_estado;denuncia_fecha_cambio_estado;denuncia_via_ingreso;denuncia_fecha_hora_carga;hecho_provincia_id
137;7/1/2011;23;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;;El personal de control no esta identificado;;;Agresión verbal;;Derivado;7/7/2011;Página web de RENCAP ;2/7/2011 16:50;2
138;17/6/2011;3;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En las proximidades del local;Controladores;Agresión verbal - Agresión física;;Derivado;7/7/2011;Call Center;5/7/2011 11:07;2
139;9/7/2011;2;30;Ciudad Autónoma de Buenos Aires;Barrio San Telmo;;;;En el interior del local - En el acceso local;Controladores;Agresión física;;Derivado;13/7/2011;Call Center;10/7/2011 05:26;2
140;10/7/2011;4;0;Buenos Aires;San Isidro;Martinez;Por aspecto físico;;En el interior del local - En el acceso local - En las proximidades del local;Controladores;;Se solicitó asistencia policial;Derivado;13/7/2011;Call Center;10/7/2011 05:34;6
141;17/6/2011;23;20;Buenos Aires;Quilmes;San F. Solano;Por aspecto físico - Por orientacion sexual;;En el interior del local - En el acceso local;Controladores - Personal de empresas de seguridad;Agresión verbal - Agresión física;Se hizo denuncia policial;Derivado;13/7/2011;Página web de RENCAP ;13/7/2011 10:31;6
142;17/7/2011;2;15;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;29/7/2011;Call Center;18/7/2011 10:02;2
143;7/1/2011;23;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;;;Agresión verbal;;Derivado;29/7/2011;Página web de RENCAP ;18/7/2011 13:01;2
144;18/3/2011;0;0;Ciudad Autónoma de Buenos Aires;Barrio Villa Devoto;;Por aspecto físico;;En el interior del local - En las proximidades del local;Controladores;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;29/7/2011;Call Center;18/7/2011 21:26;2
145;17/7/2011;3;0;Buenos Aires;Pinamar;Pinamar;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores;;;Derivado;25/7/2011;Call Center;19/7/2011 13:34;6
146;3/6/2011;5;0;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;;;En el interior del local;Controladores;Agresión física;Se hizo denuncia policial;Derivado;29/7/2011;Call Center;21/7/2011 12:23;2
147;17/7/2011;2;0;Buenos Aires;Lomas de Zamora;Banfield;Por indumentaria;;En el acceso local;Controladores;;;Derivado;25/7/2011;Call Center;21/7/2011 16:00;6
148;23/7/2011;1;15;Ciudad Autónoma de Buenos Aires;Barrio Retiro;;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;29/7/2011;Call Center;23/7/2011 20:54;2
149;23/7/2011;5;20;Buenos Aires;Quilmes;Quilmes;;;En el interior del local - En el acceso local;Controladores - Policias;Agresión verbal - Agresión física;;Derivado;27/7/2011;Call Center;23/7/2011 23:13;6
150;6/6/2011;4;30;Buenos Aires;La Matanza;La Tablada;;No exhibe condiciones de adminsión y permanencia - Presencia de menores;;;;;Desestimado;8/8/2011;Página web de RENCAP ;24/7/2011 04:52;6
151;24/7/2011;0;30;Santa Fe;Rosario;Rosario;;;En el acceso local;Controladores;Agresión verbal - Agresión física;;Derivado;25/7/2011;Call Center;25/7/2011 13:41;82
152;27/7/2011;19;40;Buenos Aires;General Pueyrredón;Mar del Plata;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Controladores;Agresión verbal - Agresión física;;Derivado;28/7/2011;Call Center;28/7/2011 00:22;6
153;23/7/2011;21;0;Buenos Aires;Morón;Haedo;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;28/7/2011;Call Center;28/7/2011 10:46;6
154;24/7/2011;1;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;El personal de control no esta identificado;En el acceso local;Controladores;;;Derivado;2/8/2011;Call Center;29/7/2011 15:50;2
155;31/7/2011;4;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el interior del local;Controladores;Agresión verbal - Agresión física;;Derivado;2/8/2011;Call Center;1/8/2011 11:30;2
156;6/8/2011;3;0;Ciudad Autónoma de Buenos Aires;Barrio Almagro;;Por aspecto físico - Racial;El personal de control no esta identificado;En el interior del local - En el acceso local;Controladores;Agresión verbal - Agresión física;;Derivado;9/8/2011;Call Center;6/8/2011 15:38;2
157;23/7/2011;4;0;Santa Cruz;Río Gallegos;RIO GALLEGOS;Por aspecto físico - Por orientacion sexual - Por indumentaria - Por religion - Por ideologia - Racial;;En el interior del local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión física;;Derivado;9/8/2011;Call Center;8/8/2011 00:37;78
158;6/8/2011;12;15;Ciudad Autónoma de Buenos Aires;Barrio Constitución;;Por orientacion sexual;;En el interior del local - En el acceso local;Controladores;Agresión verbal;;Derivado;9/8/2011;Call Center;8/8/2011 08:56;2
159;3/7/2011;3;30;Buenos Aires;Tigre;Tigre;;;En el interior del local;Controladores - Personas vinculadas a la empresa;Agresión verbal;;Derivado;9/8/2011;Call Center;8/8/2011 17:07;6
160;6/8/2011;21;30;Ciudad Autónoma de Buenos Aires;Barrio Villa del Parque;;Racial;;En el acceso local;Controladores;;;Derivado;10/8/2011;Call Center;9/8/2011 14:48;2
161;6/8/2011;3;0;Buenos Aires;Quilmes;Quilmes;Por aspecto físico;;En el interior del local;Controladores;Agresión verbal;;Derivado;11/8/2011;Call Center;10/8/2011 23:19;6
162;13/8/2011;2;5;Ciudad Autónoma de Buenos Aires;Barrio Flores;;Por aspecto físico;El personal de control no esta identificado - Hay mas personas que las permitidas por la habilitación - Presencia de menores;En el acceso local;Controladores;Agresión verbal;;Derivado;16/8/2011;Call Center;13/8/2011 09:03;2
163;7/8/2011;6;50;Buenos Aires;La Matanza;I. Casanova;;El personal de control no esta identificado - Presencia de menores;En el interior del local;Controladores;Agresión verbal - Agresión física;Se solicitó asistencia policial - Se hizo denuncia policial;Derivado;15/8/2011;Call Center;13/8/2011 15:52;6
164;12/8/2011;1;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el acceso local;Controladores;;;Derivado;16/8/2011;Call Center;16/8/2011 10:40;2
165;13/8/2011;18;30;Buenos Aires;General San Martín;Barrio San Martín;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores;Agresión verbal;;Derivado;16/8/2011;Call Center;16/8/2011 12:59;6
166;13/8/2011;3;50;Santa Fe;Tostado;Tostado;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;;;Derivado;18/8/2011;Call Center;17/8/2011 12:58;82
167;8/1/2011;1;30;Ciudad Autónoma de Buenos Aires;Barrio Saavedra;;Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el interior del local - En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;14/9/2011;Página web de RENCAP ;22/8/2011 17:57;2
168;21/8/2011;2;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Racial;;En el acceso local;Controladores;;;Derivado;14/9/2011;Call Center;23/8/2011 10:31;2
169;21/8/2011;5;7;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el acceso local;Controladores;;;Desestimado;29/8/2011;Call Center;23/8/2011 11:16;2
170;21/8/2011;4;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por ideologia;;En el interior del local - En las proximidades del local;Personal de empresas de seguridad - Policias;Agresión verbal - Agresión física;Se solicitó asistencia policial - Se hizo denuncia policial;Derivado;14/9/2011;Página web de RENCAP ;23/8/2011 16:21;2
171;8/5/2011;8;30;Santa Cruz;Río Turbio;RIO TURBIO;Por aspecto físico - Por orientacion sexual - Por indumentaria - Racial;No exhibe condiciones de adminsión y permanencia;;Controladores - Personas vinculadas a la empresa;Agresión verbal;;Desestimado;5/9/2011;Página web de RENCAP ;23/8/2011 17:10;78
172;8/5/2011;8;30;Santa Cruz;Río Turbio;RIO TURBIO;Por aspecto físico - Por orientacion sexual - Por indumentaria - Racial;No exhibe condiciones de adminsión y permanencia;;Controladores - Personas vinculadas a la empresa;Agresión verbal;;Desestimado;29/8/2011;Página web de RENCAP ;23/8/2011 17:15;78
173;24/7/2011;6;0;Buenos Aires;General San Martín;Barrio San Martín;;;En el acceso local;Controladores;Agresión física;Se hizo denuncia policial;Derivado;5/9/2011;Call Center;25/8/2011 15:04;6
174;21/8/2011;1;30;Buenos Aires;Olavarría;Olavarría;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el interior del local;Controladores;Agresión física;;Derivado;30/8/2011;Call Center;26/8/2011 11:37;6
175;27/8/2011;4;30;Buenos Aires;Olavarría;Olavarría;;Presencia de menores;En el interior del local - En el acceso local;Controladores;Agresión física;Se hizo denuncia policial;Derivado;30/8/2011;Call Center;29/8/2011 11:32;6
176;28/8/2011;2;15;Buenos Aires;La Plata;La Plata;Por indumentaria;;En el acceso local;Controladores;;;Derivado;2/9/2011;Call Center;31/8/2011 16:20;6
177;9/3/2011;3;0;Ciudad Autónoma de Buenos Aires;Barrio Recoleta;;Por aspecto físico - Racial;;En el acceso local;Controladores - Personas vinculadas a la empresa;Agresión verbal - Agresión física;Se solicitó asistencia policial - Se hizo denuncia policial;Derivado;14/9/2011;Página web de RENCAP ;4/9/2011 06:00;2
178;8/9/2011;1;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;;En el acceso local;Controladores;;;Derivado;14/9/2011;Call Center;8/9/2011 08:47;2
179;9/4/2011;1;40;Córdoba;Córdoba;;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;;;;Derivado;13/9/2011;Página web de RENCAP ;12/9/2011 00:55;14
180;11/9/2011;1;0;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;13/9/2011;Call Center;12/9/2011 04:22;14
181;10/9/2011;3;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;El personal de control no esta identificado;En el interior del local - En el acceso local;Controladores;Agresión física;;Derivado;14/9/2011;Call Center;12/9/2011 09:51;2
182;1/3/2011;10;0;Ciudad Autónoma de Buenos Aires;Barrio Villa Urquiza;;;No exhibe nomina de personal de control habilitado;;;;;Derivado;14/9/2011;Página web de RENCAP ;12/9/2011 11:03;2
472;27/1/2013;3;30;Buenos Aires;San Miguel;San Miguel;;;En el interior del local - En el acceso local;Controladores - Policias;Agresión física;;Derivado;30/1/2013;Call Center;29/1/2013 15:31;6
473;26/1/2013;3;30;Buenos Aires;Junín;Junín;Por aspecto físico - Racial;;En el acceso local;Controladores;;;Derivado;7/2/2013;Call Center;7/2/2013 15:13;6
474;10/2/2013;2;0;Buenos Aires;Ituzaingó;Ituzaingo;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el acceso local;;Agresión verbal;;Derivado;26/2/2013;Página web de RENCAP ;11/2/2013 02:37;6
475;10/2/2013;1;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Por aspecto físico - Por indumentaria;No exhibe condiciones de adminsión y permanencia;;;;;Derivado;15/2/2013;Página web de RENCAP ;12/2/2013 17:24;2
476;16/2/2013;7;0;Buenos Aires;La Matanza;Ramos Mejía;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En las proximidades del local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;Se hizo denuncia policial;Derivado;25/2/2013;Página web de RENCAP ;18/2/2013 15:19;6
477;16/2/2013;2;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;No exhibe condiciones de adminsión y permanencia;;;;;Derivado;27/2/2013;Página web de RENCAP ;20/2/2013 12:02;2
478;14/2/2013;6;39;Ciudad Autónoma de Buenos Aires;Barrio Flores;;;;;Controladores;Agresión física;;Derivado;6/3/2013;Call Center;22/2/2013 14:57;2
479;16/2/2013;3;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el interior del local;Controladores;Agresión verbal - Agresión física;;Derivado;26/2/2013;Call Center;25/2/2013 15:49;2
480;10/2/2013;23;0;Córdoba;Morteros;MORTEROS;Por indumentaria;;;Personas vinculadas a la empresa;;;Desestimado;13/3/2013;Página web de RENCAP ;27/2/2013 10:47;14
481;28/2/2013;20;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores;;;Derivado;12/3/2013;Call Center;1/3/2013 12:57;2
482;2/3/2013;6;0;Buenos Aires;La Plata;La Plata;;;En el interior del local - En el acceso local - En las proximidades del local;Controladores;Agresión física;Se solicitó asistencia policial;Derivado;6/3/2013;Página web de RENCAP ;2/3/2013 07:08;6
483;1/2/2013;2;30;Ciudad Autónoma de Buenos Aires;Barrio Caballito;;Por ideologia;;En el acceso local;Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;4/3/2013;Página web de RENCAP ;2/3/2013 17:00;2
484;25/12/2010;3;0;Santa Fe;San Guillermo;San Guillermo;Por ideologia;;;;;;Derivado;12/3/2013;Página web de RENCAP ;4/3/2013 12:05;82
485;28/2/2013;21;47;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;5/3/2013;Página web de RENCAP ;4/3/2013 12:52;2
486;21/2/2013;19;45;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;5/3/2013;Call Center;4/3/2013 15:33;2
487;21/2/2013;21;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria - Por religion - Por ideologia;El personal de control no esta identificado;En el acceso local;Controladores - Personas vinculadas a la empresa;;Se solicitó asistencia policial;Derivado;6/3/2013;Call Center;5/3/2013 13:59;2
488;3/3/2013;13;30;Buenos Aires;San Isidro;San Isidro;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;8/3/2013;Call Center;7/3/2013 17:18;6
489;7/3/2013;23;40;Ciudad Autónoma de Buenos Aires;Barrio Recoleta;;;Hay mas personas que las permitidas por la habilitación;;;;;Desestimado;22/3/2013;Página web de RENCAP ;8/3/2013 22:40;2
490;9/3/2013;0;50;Buenos Aires;La Matanza;Ramos Mejía;Por aspecto físico;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;;;;Derivado;11/3/2013;Página web de RENCAP ;9/3/2013 12:12;6
491;8/3/2013;23;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;El personal de control no esta identificado;En el interior del local - En el acceso local;Controladores - Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;11/3/2013;Página web de RENCAP ;9/3/2013 14:39;2
492;11/2/2013;2;0;Mendoza;Junín;Ingeniero Giagnoni;Por orientacion sexual;;En el acceso local;Controladores;;;Desestimado;13/3/2013;Call Center;11/3/2013 12:22;50
493;12/2/2013;0;0;Buenos Aires;Vicente López;Vicente López;;;En el interior del local;Personas vinculadas a la empresa - Policias;Agresión física;Se hizo denuncia policial;Derivado;15/4/2013;Call Center;12/3/2013 16:48;6
183;3/9/2011;4;0;Corrientes;Corrientes;CORRIENTES;;;En el interior del local;Controladores;;;Derivado;13/9/2011;Call Center;12/9/2011 11:20;18
184;11/9/2011;1;0;Córdoba;Córdoba;;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;13/9/2011;Call Center;12/9/2011 11:21;14
185;11/9/2011;1;0;Córdoba;Córdoba;;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;13/9/2011;Call Center;12/9/2011 11:53;14
186;11/9/2011;1;0;Córdoba;Córdoba;;Por aspecto físico - Por indumentaria;;;Controladores - Personas vinculadas a la empresa;;;Derivado;13/9/2011;Call Center;12/9/2011 12:20;14
187;11/9/2011;1;0;Córdoba;Córdoba;;Por aspecto físico - Por indumentaria;;;Controladores - Personas vinculadas a la empresa;;;Derivado;13/9/2011;Call Center;12/9/2011 12:34;14
188;11/9/2011;1;0;Córdoba;Córdoba;;Por aspecto físico - Por indumentaria;;;Controladores - Personas vinculadas a la empresa;;;Derivado;13/9/2011;Call Center;12/9/2011 12:52;14
189;11/9/2011;1;0;Córdoba;Córdoba;;Por aspecto físico - Por indumentaria;;;Controladores - Personas vinculadas a la empresa;;;Derivado;13/9/2011;Call Center;12/9/2011 13:10;14
190;11/9/2011;1;0;Córdoba;Córdoba;;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;13/9/2011;Call Center;12/9/2011 13:24;14
191;11/9/2011;4;0;Buenos Aires;Ezeiza;;Racial;;En el interior del local;Controladores;Agresión verbal - Agresión física;;Derivado;13/9/2011;Call Center;12/9/2011 14:09;6
192;11/9/2011;0;30;Córdoba;Córdoba;;;;En el acceso local;Controladores;;;Derivado;13/9/2011;Call Center;12/9/2011 15:32;14
193;11/9/2011;6;0;Buenos Aires;Tigre;Don Torcuato;;;En las proximidades del local;Controladores;Agresión verbal - Agresión física;;Derivado;14/9/2011;Call Center;13/9/2011 14:31;6
194;11/9/2011;1;0;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Por indumentaria;Presencia de menores;;Controladores - Personas vinculadas a la empresa;;;Derivado;15/9/2011;Call Center;14/9/2011 09:39;14
195;15/9/2011;23;0;Corrientes;Corrientes;CORRIENTES;Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores - Policias;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;20/9/2011;Call Center;19/9/2011 08:42;18
